name,category,address_full,website,phone_number,rating,reviews_count,hours,longitude,latitude,url
Kopi Domu,,"Jl. Tebet Barat IX No.58, RT.6/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0877-8415-5775,"4,4",Unknown,"Kamis,Buka 24 jam",106.8481586,-6.2389374,https://www.google.com/maps/place/Kopi+Domu/data=!4m7!3m6!1s0x2e69f393b5c3e641:0x90c11cf7bffa6f1f!8m2!3d-6.2389374!4d106.8481586!16s%2Fg%2F11mb0s1q92!19sChIJQebDtZPzaS4RH2_6v_ccwZA?authuser=0&hl=id&rclk=1
Coffite,,"Jl. Tebet Barat Dalam Raya No.32 14, RT.14/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0878-8447-1704,"4,5",Unknown,"Kamis,07.00 hingga 22.00",106.8464569,-6.2345237,https://www.google.com/maps/place/Coffite/data=!4m7!3m6!1s0x2e69f395cd3f4b39:0x98fb5dcb19129441!8m2!3d-6.2345237!4d106.8464569!16s%2Fg%2F11fzf4gh4d!19sChIJOUs_zZXzaS4RQZQSGctd-5g?authuser=0&hl=id&rclk=1
Agna Coffee,,"Jl. Tebet Barat VIII No.8A, RT.10/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0851-7337-7077,"4,6",Unknown,"Kamis,09.00 hingga 23.00",106.848423,-6.2349468,https://www.google.com/maps/place/Agna+Coffee/data=!4m7!3m6!1s0x2e69f387fad3f0a5:0xc66df72d9bf85a0c!8m2!3d-6.2349468!4d106.848423!16s%2Fg%2F11sx53lcgm!19sChIJpfDT-ofzaS4RDFr4my33bcY?authuser=0&hl=id&rclk=1
Kedai Kopi Kani - Tebet,,"Jl. Tebet Timur Dalam Raya No.7, RT.8/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0811-1887-007,"4,9",Unknown,"Kamis,07.30 hingga 22.00",106.8537256,-6.2318393,https://www.google.com/maps/place/Kedai+Kopi+Kani+-+Tebet/data=!4m7!3m6!1s0x2e69f3001bcff2c1:0xfc5acbd16785291e!8m2!3d-6.2318393!4d106.8537256!16s%2Fg%2F11vk356mln!19sChIJwfLPGwDzaS4RHimFZ9HLWvw?authuser=0&hl=id&rclk=1
a better cup coffee - Tebet,,"Jl. Tebet Raya No.58c, RT.2/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0877-0060-6671,"4,8",Unknown,"Kamis,07.00 hingga 22.00",106.8548458,-6.2289051,https://www.google.com/maps/place/a+better+cup+coffee+-+Tebet/data=!4m7!3m6!1s0x2e69f379cc999dab:0xd9c6b85f1ff5c046!8m2!3d-6.2289051!4d106.8548458!16s%2Fg%2F11xdml0zly!19sChIJq52ZzHnzaS4RRsD1H1-4xtk?authuser=0&hl=id&rclk=1
Cerita COFFEE,,"Jl. Tebet Timur Dalam III No.22, RT.6/RW.3, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,4",Unknown,"Kamis,07.00 hingga 23.00",106.8582033,-6.2294154,https://www.google.com/maps/place/Cerita+COFFEE/data=!4m7!3m6!1s0x2e69f3e9797b0c33:0x985d1096d606333a!8m2!3d-6.2294154!4d106.8582033!16s%2Fg%2F11j8pm38t8!19sChIJMwx7eenzaS4ROjMG1pYQXZg?authuser=0&hl=id&rclk=1
Vendita Coffee,,"QR8X+HMP, Jl. Tebet Barat I No.23, RT.7/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0838-2031-6564,"4,5",Unknown,"Kamis,09.00 hingga 00.00",106.8492263,-6.2336209,https://www.google.com/maps/place/Vendita+Coffee/data=!4m7!3m6!1s0x2e69f3380314e0d9:0xd72d80902481a051!8m2!3d-6.2336209!4d106.8492263!16s%2Fg%2F11s32wq9px!19sChIJ2eAUAzjzaS4RUaCBJJCALdc?authuser=0&hl=id&rclk=1
DALE COFFEE,,"5, Jl. Tebet Utara I No.31e, RT.5/RW.2, Kel.Tebet Utara, Tebet, South Jakarta City, Jakarta 12820",Unknown,0812-9090-1699,"4,8",Unknown,"Kamis,09.00 hingga 00.00",106.8527288,-6.2269539,https://www.google.com/maps/place/DALE+COFFEE/data=!4m7!3m6!1s0x2e69f3e827b81013:0xeb7e1ac6bd2f5d23!8m2!3d-6.2269539!4d106.8527288!16s%2Fg%2F11p011rfkj!19sChIJExC4J-jzaS4RI10vvcYafus?authuser=0&hl=id&rclk=1
Makan di Tebet,,"Jalan Tebet Barat Dalam Raya No.29, Dalam Raya No.29, RT.7/RW.3, Tebet Bar., Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12810",Unknown,0878-8844-3003,"4,8",Unknown,"Kamis,11.00 hingga 22.00",106.8470392,-6.2361953,https://www.google.com/maps/place/Makan+di+Tebet/data=!4m7!3m6!1s0x2e69f33c51870995:0xde9436e4fe1f09d2!8m2!3d-6.2361953!4d106.8470392!16s%2Fg%2F11q1c9ssfk!19sChIJlQmHUTzzaS4R0gkf_uQ2lN4?authuser=0&hl=id&rclk=1
Cerita Kopiku Tebet,,"Jl. Pal Batu Raya No.20, RT.17/RW.5, Menteng Dalam, Kec. Tebet, jakarta, Daerah Khusus Ibukota Jakarta 12820",Unknown,0878-8882-2020,"4,8",Unknown,"Kamis,12.00 hingga 22.00",106.845283,-6.224374,https://www.google.com/maps/place/Cerita+Kopiku+Tebet/data=!4m7!3m6!1s0x2e69f3208347ed79:0xa8c778db6966ebda!8m2!3d-6.224374!4d106.845283!16s%2Fg%2F11l8p36lsr!19sChIJee1HgyDzaS4R2utmadt4x6g?authuser=0&hl=id&rclk=1
TENKU Tebet,,"Jl. Tebet Barat Dalam Raya No.76A 17, RT.17/RW.6, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0852-8272-7632,"4,6",Unknown,"Kamis,09.00 hingga 22.00",106.8470227,-6.2376198,https://www.google.com/maps/place/TENKU+Tebet/data=!4m7!3m6!1s0x2e69f375a50dba77:0x8240a5eb890b016d!8m2!3d-6.2376198!4d106.8470227!16s%2Fg%2F11ltdmtd9s!19sChIJd7oNpXXzaS4RbQELieulQII?authuser=0&hl=id&rclk=1
Jora (Tebet),,"Jl. Tebet Timur Dalam Raya No.121, RT.5/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0813-1849-0710,"4,5",Unknown,"Kamis,08.00 hingga 22.00",106.8569679,-6.2380642,https://www.google.com/maps/place/Jora+%28Tebet%29/data=!4m7!3m6!1s0x2e69f36058247b6f:0x48e35dd9602b83bb!8m2!3d-6.2380642!4d106.8569679!16s%2Fg%2F11j4wnlkzw!19sChIJb3skWGDzaS4Ru4MrYNld40g?authuser=0&hl=id&rclk=1
Kedai Kopi Palstone,,"Jl. Tebet Timur II No.33, RT.6/RW.5, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,7",Unknown,"Kamis,10.00 hingga 22.00",106.856124,-6.2354777,https://www.google.com/maps/place/Kedai+Kopi+Palstone/data=!4m7!3m6!1s0x2e69f38640b3a30d:0x91f7e124b4c20426!8m2!3d-6.2354777!4d106.856124!16s%2Fg%2F11q960b9d1!19sChIJDaOzQIbzaS4RJgTCtCTh95E?authuser=0&hl=id&rclk=1
GIORGI COFFEE HOUSE,,"Graha Metro Pura, Jl. Tebet Barat I, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,(021) 50110000,"4,7",Unknown,"Kamis,08.00 hingga 22.30",106.8494989,-6.2299771,https://www.google.com/maps/place/GIORGI+COFFEE+HOUSE/data=!4m7!3m6!1s0x2e69f30f65fbd241:0xc841e2447f701a0e!8m2!3d-6.2299771!4d106.8494989!16s%2Fg%2F11qh91mw9g!19sChIJQdL7ZQ_zaS4RDhpwf0TiQcg?authuser=0&hl=id&rclk=1
NIDU.COFFEE,,"Jl. Tebet Timur Dalam Raya No.Dalam, RT.6/RW.5, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,8",Unknown,"Kamis,10.00 hingga 23.00",106.8567609,-6.2352666,https://www.google.com/maps/place/NIDU.COFFEE/data=!4m7!3m6!1s0x2e69f3c215858df7:0xd2264b688d981e6!8m2!3d-6.2352666!4d106.8567609!16s%2Fg%2F11qnfvrcjb!19sChIJ942FFcLzaS4R5oHZiLZkIg0?authuser=0&hl=id&rclk=1
Lestari Coffee Tebet Eco Park,,"Jl. Tebet Timur Raya No.5, RT.1/RW.7, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0811-9529-777,"4,9",Unknown,"Kamis,08.00 hingga 20.00",106.8536977,-6.2365105,https://www.google.com/maps/place/Lestari+Coffee+Tebet+Eco+Park/data=!4m7!3m6!1s0x2e69f3b462bea21f:0x1af67837b3f72507!8m2!3d-6.2365105!4d106.8536977!16s%2Fg%2F11fst09hft!19sChIJH6K-YrTzaS4RByX3szd49ho?authuser=0&hl=id&rclk=1
Happy House,,"Jl. Tebet Timur Dalam Raya No.40, RT.4/RW.5, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,Unknown,"4,4",Unknown,"Kamis,12.00 hingga 00.00",106.8562245,-6.2401185,https://www.google.com/maps/place/Happy+House/data=!4m7!3m6!1s0x2e69f330f83aef77:0xaaaf0a7af28e5f62!8m2!3d-6.2401185!4d106.8562245!16s%2Fg%2F11vl8ssfh1!19sChIJd-86-DDzaS4RYl-O8noKr6o?authuser=0&hl=id&rclk=1
Potpourri Cafe - Tebet Jakarta,,"Sofyan Hotel Soepomo, Jl. Prof. DR. Soepomo No.23 Lt 1, RT.3/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-9121-256,"4,4",Unknown,"Kamis,08.00 hingga 22.00",106.8447176,-6.2367347,https://www.google.com/maps/place/Potpourri+Cafe+-+Tebet+Jakarta/data=!4m7!3m6!1s0x2e69f3be2a7ebce9:0xc9344ad9a3369d8b!8m2!3d-6.2367347!4d106.8447176!16s%2Fg%2F11c1ctms81!19sChIJ6bx-Kr7zaS4Ri502o9lKNMk?authuser=0&hl=id&rclk=1
Starbucks Tebet Raya,,"1, Jl. Tebet Raya No.27b, RT.1/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,(021) 22833765,"4,6",Unknown,"Kamis,06.30 hingga 22.00",106.8530733,-6.2292651,https://www.google.com/maps/place/Starbucks+Tebet+Raya/data=!4m7!3m6!1s0x2e69f378944649e5:0xa20a50761e66b74!8m2!3d-6.2292651!4d106.8530733!16s%2Fg%2F11f66pwbh3!19sChIJ5UlGlHjzaS4RdGvmYQelIAo?authuser=0&hl=id&rclk=1
BigBen kopi,,"7, Jl. Tebet Barat IX No.1A 7, RT.4/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0821-1256-3806,"4,4",Unknown,"Kamis,10.00 hingga 22.00",106.8518783,-6.2384694,https://www.google.com/maps/place/BigBen+kopi/data=!4m7!3m6!1s0x2e69f3e61967ac6f:0x43914db344569a8b!8m2!3d-6.2384694!4d106.8518783!16s%2Fg%2F11g0kcdv36!19sChIJb6xnGebzaS4Ri5pWRLNNkUM?authuser=0&hl=id&rclk=1
Wiken Koffie,,"Jl. Tebet Barat Dalam Raya No.1, RT.12/RW.6, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,Unknown,"4,7",Unknown,"Kamis,09.00 hingga 21.00",106.8462837,-6.2320907,https://www.google.com/maps/place/Wiken+Koffie/data=!4m7!3m6!1s0x2e69f36b265baf1b:0x9704fa8fddf7412c!8m2!3d-6.2320907!4d106.8462837!16s%2Fg%2F11h8c9gv_v!19sChIJG69bJmvzaS4RLEH33Y_6BJc?authuser=0&hl=id&rclk=1
Boost Coffee,,"Jl. Tebet Timur Dalam Raya No.13A, RT.8/RW.8, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0813-8955-5150,"4,6",Unknown,"Kamis,10.00 hingga 23.00",106.8545772,-6.2403236,https://www.google.com/maps/place/Boost+Coffee/data=!4m7!3m6!1s0x2e69f3aea3cf2cfd:0x2644657c58e82360!8m2!3d-6.2403236!4d106.8545772!16s%2Fg%2F11h5gm21gn!19sChIJ_SzPo67zaS4RYCPoWHxlRCY?authuser=0&hl=id&rclk=1
Kafe Jati,,"Jl. Tebet Barat IX No.30, RT.5/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0878-7751-0000,"4,2",Unknown,"Kamis,10.00 hingga 00.00",106.8494663,-6.2384289,https://www.google.com/maps/place/Kafe+Jati/data=!4m7!3m6!1s0x2e69f34dce6ac9fb:0xeef51506153d6387!8m2!3d-6.2384289!4d106.8494663!16s%2Fg%2F11l4v6r0jg!19sChIJ-8lqzk3zaS4Rh2M9FQYV9e4?authuser=0&hl=id&rclk=1
Point Coffee,,"Jl. Prof. DR. Soepomo No.RT.1, RT.13/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,(021) 1500280,"4,7",Unknown,"Kamis,06.00 hingga 21.00",106.8474739,-6.2292272,https://www.google.com/maps/place/Point+Coffee/data=!4m7!3m6!1s0x2e69f32fa0b45d91:0xe9436420a56a0c64!8m2!3d-6.2292272!4d106.8474739!16s%2Fg%2F11ghtqrfg3!19sChIJkV20oC_zaS4RZAxqpSBkQ-k?authuser=0&hl=id&rclk=1
Brown Bottle Coffee,,"Jl. Tebet Timur Dalam II No.20, RT.1/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0819-4700-0012,"3,8",Unknown,"Kamis,09.00 hingga 23.00",106.8560106,-6.2303419,https://www.google.com/maps/place/Brown+Bottle+Coffee/data=!4m7!3m6!1s0x2e69f398eeb8c9fb:0xda424b0b4e9a07c!8m2!3d-6.2303419!4d106.8560106!16s%2Fg%2F11k3q0mnvy!19sChIJ-8m47pjzaS4RfKDptLAkpA0?authuser=0&hl=id&rclk=1
Westward Coffee,,"Jl. Tebet Barat Dalam Raya No.29, RT.7/RW.3, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0812-8384-8620,"4,6",Unknown,"Kamis,07.00 hingga 23.59",106.8469843,-6.236105,https://www.google.com/maps/place/Westward+Coffee/data=!4m7!3m6!1s0x2e69f3d2a0e99707:0xe518d7aff31f9f5b!8m2!3d-6.236105!4d106.8469843!16s%2Fg%2F11h1fy_zdh!19sChIJB5fpoNLzaS4RW58f86_XGOU?authuser=0&hl=id&rclk=1
Coffee of Things,,"Jl. Tebet Barat Dalam IX No.19 3, RT.3/RW.6, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0852-1386-8670,"4,9",Unknown,"Kamis,Tutup",106.8457565,-6.2414784,https://www.google.com/maps/place/Coffee+of+Things/data=!4m7!3m6!1s0x2e69f3e7bed75e77:0x101e747d203f4670!8m2!3d-6.2414784!4d106.8457565!16s%2Fg%2F11hz_3957t!19sChIJd17XvufzaS4RcEY_IH10HhA?authuser=0&hl=id&rclk=1
Titik Temu Brew Bar - Tebet,,"Jl. Tebet Timur Dalam Raya No.56, RT.1/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0811-8708-368,"3,8",Unknown,"Kamis,08.00 hingga 23.00",106.8567026,-6.2388916,https://www.google.com/maps/place/Titik+Temu+Brew+Bar+-+Tebet/data=!4m7!3m6!1s0x2e69f35b48c7b0d5:0x4407082f65355380!8m2!3d-6.2388916!4d106.8567026!16s%2Fg%2F11jz69_w60!19sChIJ1bDHSFvzaS4RgFM1ZS8IB0Q?authuser=0&hl=id&rclk=1
JEP kopi,,"Jalan Tebet Timur Dalam Raya Kav. 81 No.9, Tebet Timur, Tebet, RT.8/RW.8, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,(021) 83706139,"4,8",Unknown,"Kamis,09.00 hingga 17.00",106.8542271,-6.2404236,https://www.google.com/maps/place/JEP+kopi/data=!4m7!3m6!1s0x2e69f3a339080f1f:0xdc0cbdb96f77ef46!8m2!3d-6.2404236!4d106.8542271!16s%2Fg%2F11fx9449yn!19sChIJHw8IOaPzaS4RRu93b7m9DNw?authuser=0&hl=id&rclk=1
SHELTREE Coffee & Eatery,,"Samping Panin Bank, 1, Jl. Tebet Timur Dalam Raya No.65, RT.1/RW.6, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0857-8744-4447,"4,7",Unknown,"Kamis,13.00 hingga 22.00",106.8570125,-6.2344397,https://www.google.com/maps/place/SHELTREE+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f35846ced2a9:0x4b48fabda5ed1ede!8m2!3d-6.2344397!4d106.8570125!16s%2Fg%2F11rq2jfv_w!19sChIJqdLORljzaS4R3h7tpb36SEs?authuser=0&hl=id&rclk=1
Komo Koffie Tebet,,"Jl. Tebet Barat Dalam X, RT.11/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-8501-520,"4,7",Unknown,"Kamis,08.00 hingga 23.00",106.8525898,-6.2422641,https://www.google.com/maps/place/Komo+Koffie+Tebet/data=!4m7!3m6!1s0x2e69f3678989a4af:0x7a8504e494761565!8m2!3d-6.2422641!4d106.8525898!16s%2Fg%2F11x31x2yyr!19sChIJr6SJiWfzaS4RZRV2lOQEhXo?authuser=0&hl=id&rclk=1
Toko Kopi TUKU - Tebet (Online Delivery Only),,"Jl. Tebet Barat Dalam VII No.4 9, RT.11/RW.6, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-1123-071,"4,2",Unknown,"Kamis,07.00 hingga 21.00",106.8473197,-6.2397753,https://www.google.com/maps/place/Toko+Kopi+TUKU+-+Tebet+%28Online+Delivery+Only%29/data=!4m7!3m6!1s0x2e69f385722a8fad:0x8c0d63cc42cfbc1f!8m2!3d-6.2397753!4d106.8473197!16s%2Fg%2F11j8qspmt1!19sChIJrY8qcoXzaS4RH7zPQsxjDYw?authuser=0&hl=id&rclk=1
Kopi Kenangan - Ruko Tebet Jakarta,,"Jl. Tebet Raya, RT.3/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0817-0756-885,"4,5",Unknown,"Kamis,07.00 hingga 23.50",106.8545803,-6.2286025,https://www.google.com/maps/place/Kopi+Kenangan+-+Ruko+Tebet+Jakarta/data=!4m7!3m6!1s0x2e69f37ee1d57dcf:0x1a167da913d99c6b!8m2!3d-6.2286025!4d106.8545803!16s%2Fg%2F11hhrhh8g4!19sChIJz33V4X7zaS4Ra5zZE6l9Fho?authuser=0&hl=id&rclk=1
Onkel John's Jakarta,,"Jl. Tebet Dalam IV No.1X, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0812-8920-7980,"4,8",Unknown,"Kamis,15.00 hingga 23.00",106.8516512,-6.2267736,https://www.google.com/maps/place/Onkel+John%27s+Jakarta/data=!4m7!3m6!1s0x2e69f3edb7015817:0xdd39040dbbd22057!8m2!3d-6.2267736!4d106.8516512!16s%2Fg%2F11sb97gsx0!19sChIJF1gBt-3zaS4RVyDSuw0EOd0?authuser=0&hl=id&rclk=1
Frenchie Cafe,,"Jl. Tebet Barat XI PAV No.3, RT.8/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0878-2044-1800,"4,4",Unknown,"Kamis,08.00 hingga 18.00",106.8511869,-6.2404116,https://www.google.com/maps/place/Frenchie+Cafe/data=!4m7!3m6!1s0x2e69f3c2a0d312e5:0xe61a9b3d1858b627!8m2!3d-6.2404116!4d106.8511869!16s%2Fg%2F11r216jwhs!19sChIJ5RLToMLzaS4RJ7ZYGD2bGuY?authuser=0&hl=id&rclk=1
Brownfield Coffee,,"Jl. Tebet Utara Dalam No.24D, RT.10/RW.1, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0851-7692-2241,"4,8",Unknown,Unknown,106.8549671,-6.2264462,https://www.google.com/maps/place/Brownfield+Coffee/data=!4m7!3m6!1s0x2e69f15d753b3f51:0x45000ec521b2bf3a!8m2!3d-6.2264462!4d106.8549671!16s%2Fg%2F11t4yr3gsj!19sChIJUT87dV3xaS4ROr-yIcUOAEU?authuser=0&hl=id&rclk=1
Sang Cafe Jakarta,,"Jl. Tebet Timur Dalam Raya No.69 Lt 2, RT.11/RW.7, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0811-1909-150,"4,6",Unknown,"Kamis,11.00 hingga 21.00",106.856664,-6.2372,https://www.google.com/maps/place/Sang+Cafe+Jakarta/data=!4m7!3m6!1s0x2e69f188540588ab:0xb294df6a4a41bb4f!8m2!3d-6.2372!4d106.856664!16s%2Fg%2F11f5h5w4s8!19sChIJq4gFVIjxaS4RT7tBSmrflLI?authuser=0&hl=id&rclk=1
KOPITALA TEBET,,"Jl. Asem Baris Raya No.60 6, RT.3/RW.5, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830",Unknown,0877-7421-4431,"4,7",Unknown,"Kamis,13.00 hingga 22.00",106.8590481,-6.2295134,https://www.google.com/maps/place/KOPITALA+TEBET/data=!4m7!3m6!1s0x2e69f39fd0621dd5:0x157ee8854a0376ae!8m2!3d-6.2295134!4d106.8590481!16s%2Fg%2F11m9snxn0g!19sChIJ1R1i0J_zaS4RrnYDSoXofhU?authuser=0&hl=id&rclk=1
Snapy Markaz & Coffee - Working & Coffee Heaven,,"Griya D'ros, Jl. Tebet Utara Dalam No.1, RT.5/RW.1, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,(021) 83795938,"4,9",Unknown,"Kamis,07.00 hingga 00.00",106.8550709,-6.2255621,https://www.google.com/maps/place/Snapy+Markaz+%26+Coffee+-+Working+%26+Coffee+Heaven/data=!4m7!3m6!1s0x2e69f370768f1079:0x55103a8cffb51289!8m2!3d-6.2255621!4d106.8550709!16s%2Fg%2F11fkqg_79y!19sChIJeRCPdnDzaS4RiRK1_4w6EFU?authuser=0&hl=id&rclk=1
Kumu Ground,,"Jl. KH Abdullah Syafei Blok A No.31, RT.1/RW.3, Kb. Baru, Kec. Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12840",Unknown,Unknown,"4,7",Unknown,"Kamis,13.00 hingga 22.00",106.8619532,-6.2253867,https://www.google.com/maps/place/Kumu+Ground/data=!4m7!3m6!1s0x2e69f3a1e98a25ad:0x95cea0ceb275c98c!8m2!3d-6.2253867!4d106.8619532!16s%2Fg%2F11thdk4j2g!19sChIJrSWK6aHzaS4RjMl1ss6gzpU?authuser=0&hl=id&rclk=1
KOPI KAU & DIA TEBET,,"8, Jl. Tebet Dalam II G No.22, RT.8/RW.1, West Tebet, Tebet, South Jakarta City, Jakarta 12810",Unknown,0821-7963-3805,"4,7",Unknown,"Kamis,07.00 hingga 21.00",106.8495666,-6.2269524,https://www.google.com/maps/place/KOPI+KAU+%26+DIA+TEBET/data=!4m7!3m6!1s0x2e69f30da35a8be9:0x61ad8d67f5c72702!8m2!3d-6.2269524!4d106.8495666!16s%2Fg%2F11mvpnng9c!19sChIJ6Ytaow3zaS4RAifH9WeNrWE?authuser=0&hl=id&rclk=1
Warunk Upnormal,,"Jl. KH Abdullah Syafei No.45, RT.4/RW.1, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Unknown,0811-2102-813,"4,4",Unknown,Unknown,106.8574957,-6.2259313,https://www.google.com/maps/place/Warunk+Upnormal/data=!4m7!3m6!1s0x2e69f38f00b20201:0x9005d8e7bfdaab1d!8m2!3d-6.2259313!4d106.8574957!16s%2Fg%2F11bzy7ld5_!19sChIJAQKyAI_zaS4RHavav-fYBZA?authuser=0&hl=id&rclk=1
Oktaf Coffee,,"Jl. Tebet Barat Raya No.20a, RT.7/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-9209-788,"4,0",Unknown,"Kamis,07.30 hingga 01.00",106.8504334,-6.2334134,https://www.google.com/maps/place/Oktaf+Coffee/data=!4m7!3m6!1s0x2e69f3f99c3a54ab:0xa2d67a026c5396c9!8m2!3d-6.2334134!4d106.8504334!16s%2Fg%2F11s3y73vhc!19sChIJq1Q6nPnzaS4RyZZTbAJ61qI?authuser=0&hl=id&rclk=1
Starbucks Soepomo Tebet,,"7, Soepomo, Jl. Prof. DR. Soepomo No.30, RT.7/RW.1, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",Unknown,(021) 22839630,"4,6",Unknown,"Kamis,06.00 hingga 21.00",106.8448342,-6.2331548,https://www.google.com/maps/place/Starbucks+Soepomo+Tebet/data=!4m7!3m6!1s0x2e69f3945c2cb003:0xf70e7bbdb4070aad!8m2!3d-6.2331548!4d106.8448342!16s%2Fg%2F11f4yb5cvr!19sChIJA7AsXJTzaS4RrQoHtL17Dvc?authuser=0&hl=id&rclk=1
Zefa Coffee,,"Jl. Tebet Barat VIII No.42, RT.9/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0811-9698-171,"4,9",Unknown,"Kamis,07.00 hingga 00.00",106.8496656,-6.2370328,https://www.google.com/maps/place/Zefa+Coffee/data=!4m7!3m6!1s0x2e69f39252f348fb:0xde653940a86e616b!8m2!3d-6.2370328!4d106.8496656!16s%2Fg%2F11s0wjn_vr!19sChIJ-0jzUpLzaS4Ra2FuqEA5Zd4?authuser=0&hl=id&rclk=1
Ben Kopitiam tebet,,"10, Jl. Tebet Barat IX No.1A, RT.7/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Unknown,0859-7491-4631,"3,9",Unknown,"Kamis,10.00 hingga 22.00",106.851855,-6.2384,https://www.google.com/maps/place/Ben+Kopitiam+tebet/data=!4m7!3m6!1s0x2e69f36a065e759f:0x50eabdca84be3e50!8m2!3d-6.2384!4d106.851855!16s%2Fg%2F11kgg0lbcc!19sChIJn3VeBmrzaS4RUD6-hMq96lA?authuser=0&hl=id&rclk=1
